Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BR,BRO,BSX,BWA,BXP,CAH,CARR,CAT,CBOE,CBRE,CCL,CDAY,CDNS,CDW,CE,CF,CHRW,CNC,CNP,COF,CPB,CPT,CTLT,CZR,GOOG,GOOGL,KMX,LNT,MMM,MO,T,TECH,WRB
2023-04-20,137.0500030517578,13.699999809265137,129.22000122070312,167.8699951171875,161.77000427246094,166.07000732421875,112.29000091552734,72.68000030517578,277.57000732421875,383.0,189.22000122070312,81.70999908447266,216.57000732421875,196.83999633789062,89.54000091552734,94.0199966430664,24.329999923706055,67.08000183105469,53.13999938964844,119.0199966430664,208.02999877929688,82.0,200.35000610351562,357.9800109863281,44.38999938964844,122.5,104.66999816894531,116.33000183105469,11.079999923706055,91.58000183105469,137.97999572753906,246.39999389648438,316.5,207.80999755859375,105.25,157.42999267578125,326.80999755859375,334.1000061035156,68.83000183105469,38.13999938964844,293.42999267578125,77.54000091552734,106.9000015258789,125.19000244140625,115.93000030517578,86.12000274658203,175.4600067138672,642.72998046875,180.38999938964844,149.63999938964844,163.75,2703.0,209.8800048828125,30.229999542236328,51.939998626708984,43.59000015258789,35.52000045776367,74.02999877929688,262.6199951171875,96.98999786376953,291.5799865722656,473.760009765625,45.18000030517578,2699.699951171875,30.389999389648438,698.9299926757812,69.80999755859375,143.6199951171875,61.0,53.20000076293945,49.0,53.650001525878906,80.08999633789062,45.48500061035156,224.22000122070312,139.0800018310547,72.37000274658203,9.65999984741211,68.4800033569336,215.77999877929688,167.00999450683594,108.12000274658203,74.75,97.5999984741211,66.66999816894531,30.610000610351562,97.69999694824219,54.4900016784668,106.8499984741211,44.40999984741211,45.07500076293945,106.88800048828125,106.25,68.01000213623047,55.560001373291016,105.58999633789062,46.31999969482422,18.719999313354492,84.02999877929688,63.459999084472656
2023-04-21,138.55999755859375,13.420000076293945,129.89999389648438,166.4499969482422,163.19000244140625,167.82000732421875,112.12000274658203,71.9000015258789,277.8299865722656,380.44000244140625,187.1999969482422,81.5199966430664,215.97999572753906,195.16000366210938,90.48999786376953,94.4000015258789,24.270000457763672,66.48999786376953,52.189998626708984,117.56999969482422,208.1999969482422,81.31999969482422,188.55999755859375,356.4800109863281,44.63999938964844,117.06999969482422,104.44999694824219,114.0999984741211,11.109999656677246,89.80000305175781,138.32000732421875,243.9199981689453,316.3800048828125,206.58999633789062,108.1500015258789,156.41000366210938,325.6300048828125,334.05999755859375,69.19000244140625,37.88999938964844,293.510009765625,77.37999725341797,105.87999725341797,124.91000366210938,116.73999786376953,85.94000244140625,174.1199951171875,633.7999877929688,178.72000122070312,151.8000030517578,164.77000427246094,2722.60009765625,208.3800048828125,29.979999542236328,52.13999938964844,45.45000076293945,35.66999816894531,73.37000274658203,264.44000244140625,96.68000030517578,294.19000244140625,468.82000732421875,44.560001373291016,2689.719970703125,30.389999389648438,696.27001953125,70.55000305175781,144.07000732421875,61.439998626708984,53.209999084472656,48.9900016784668,52.61000061035156,80.5999984741211,45.529998779296875,220.99000549316406,139.50999450683594,73.0,9.380000114440918,67.02999877929688,214.47999572753906,164.9199981689453,106.58999633789062,74.54000091552734,98.0199966430664,66.75,30.790000915527344,97.16999816894531,54.880001068115234,106.91999816894531,45.77000045776367,44.35499954223633,106.63999938964844,106.0,69.26000213623047,55.689998626708984,105.12000274658203,46.25,18.399999618530273,83.66999816894531,59.25
2023-04-24,139.52000427246094,13.5600004196167,128.0,165.60000610351562,164.36000061035156,168.2100067138672,111.75,73.19000244140625,277.6199951171875,378.95001220703125,187.38999938964844,81.47000122070312,216.7899932861328,196.22999572753906,90.8499984741211,94.4800033569336,24.200000762939453,66.33999633789062,52.13999938964844,117.8499984741211,208.60000610351562,81.13999938964844,184.8000030517578,363.2699890136719,44.869998931884766,117.37000274658203,103.70999908447266,113.94000244140625,11.119999885559082,88.63999938964844,138.25999450683594,245.3699951171875,314.5400085449219,205.00999450683594,109.2300033569336,156.85000610351562,325.6499938964844,334.760009765625,69.38999938964844,38.060001373291016,293.3500061035156,77.2300033569336,106.25,125.37000274658203,116.26000213623047,86.25,173.67999267578125,638.8499755859375,179.2100067138672,152.41000366210938,164.3000030517578,2689.8798828125,206.5,29.899999618530273,52.619998931884766,45.97999954223633,36.02000045776367,73.69999694824219,264.0199890136719,95.69000244140625,295.25,469.05999755859375,44.16999816894531,2707.0,30.420000076293945,682.280029296875,70.62000274658203,144.9600067138672,61.70000076293945,51.540000915527344,49.459999084472656,52.5,81.11000061035156,47.209999084472656,223.69000244140625,140.10000610351562,71.7699966430664,9.4399995803833,67.45999908447266,214.80999755859375,166.1199951171875,105.69999694824219,75.0,98.69000244140625,67.83999633789062,30.8799991607666,96.7300033569336,53.81999969482422,107.33999633789062,45.81999969482422,44.36000061035156,107.31999969482422,106.62999725341797,69.41999816894531,55.65999984741211,105.30999755859375,46.66999816894531,18.1200008392334,84.2300033569336,59.41999816894531
2023-04-25,136.77999877929688,13.170000076293945,126.91999816894531,166.30999755859375,166.1999969482422,168.6300048828125,110.52999877929688,73.19000244140625,276.7099914550781,375.2300109863281,186.13999938964844,79.05000305175781,214.8800048828125,194.14999389648438,91.18000030517578,94.7300033569336,24.079999923706055,66.19000244140625,51.529998779296875,117.29000091552734,208.36000061035156,80.63999938964844,180.6300048828125,362.2300109863281,43.84000015258789,116.12000274658203,104.12000274658203,113.66000366210938,11.010000228881836,87.05999755859375,137.85000610351562,246.52999877929688,299.94000244140625,205.1199951171875,105.44999694824219,157.63999938964844,320.239990234375,333.94000244140625,69.5,37.400001525878906,292.3999938964844,76.80999755859375,104.77999877929688,125.04000091552734,116.80000305175781,87.01000213623047,172.6999969482422,635.989990234375,177.2100067138672,152.99000549316406,159.25,2697.360107421875,204.94000244140625,29.530000686645508,53.45000076293945,46.0099983215332,35.630001068115234,73.5199966430664,262.70001220703125,94.30999755859375,294.0,457.3900146484375,43.349998474121094,2675.510009765625,29.899999618530273,671.72998046875,70.94000244140625,144.49000549316406,64.18000030517578,51.779998779296875,49.04999923706055,51.7400016784668,81.1500015258789,43.29999923706055,223.22999572753906,140.55999755859375,70.69000244140625,9.270000457763672,65.4000015258789,204.6999969482422,166.27999877929688,104.16000366210938,73.95999908447266,98.01000213623047,70.66999816894531,30.920000076293945,95.81999969482422,54.68000030517578,106.12999725341797,45.400001525878906,43.95500183105469,107.44000244140625,106.69000244140625,68.80000305175781,55.95000076293945,107.30000305175781,47.220001220703125,17.770000457763672,83.0999984741211,58.86000061035156
2023-04-26,133.83999633789062,13.079999923706055,124.41000366210938,165.27999877929688,163.25999450683594,167.92999267578125,109.41999816894531,73.18000030517578,273.57000732421875,369.45001220703125,182.47999572753906,77.69000244140625,212.66000366210938,192.39999389648438,90.80000305175781,94.22000122070312,23.770000457763672,65.93000030517578,51.619998931884766,117.5,207.4600067138672,80.08999633789062,182.99000549316406,355.2099914550781,42.83000183105469,115.61000061035156,110.54000091552734,111.5,10.859999656677246,87.3499984741211,135.99000549316406,243.5500030517578,294.67999267578125,206.47000122070312,106.62000274658203,159.5800018310547,315.0899963378906,330.04998779296875,68.70999908447266,36.5,289.7699890136719,74.3499984741211,103.66000366210938,121.2300033569336,116.16999816894531,79.7699966430664,173.4600067138672,623.1300048828125,170.60000610351562,152.0399932861328,157.25999450683594,2690.429931640625,211.6999969482422,28.940000534057617,51.7400016784668,46.59000015258789,35.11000061035156,72.25,259.2799987792969,93.22000122070312,289.239990234375,445.29998779296875,42.790000915527344,2660.050048828125,29.479999542236328,661.739990234375,69.73999786376953,141.38999938964844,63.529998779296875,52.70000076293945,48.65999984741211,53.0,80.98999786376953,41.459999084472656,220.38999938964844,139.5800018310547,71.0199966430664,9.079999923706055,63.959999084472656,207.3300018310547,165.75,101.62999725341797,73.02999877929688,95.41000366210938,68.80000305175781,30.75,95.9800033569336,54.84000015258789,105.77999877929688,43.970001220703125,42.68000030517578,107.0199966430664,106.3499984741211,69.4800033569336,55.779998779296875,105.19999694824219,47.33000183105469,17.65999984741211,79.47000122070312,58.58000183105469
2023-04-27,133.86000061035156,13.399999618530273,125.06999969482422,168.55999755859375,153.8699951171875,167.60000610351562,109.54000091552734,73.94999694824219,276.489990234375,373.82000732421875,178.94000244140625,78.58999633789062,216.9600067138672,192.6199951171875,89.94999694824219,93.22000122070312,23.690000534057617,69.56999969482422,52.310001373291016,120.11000061035156,209.1300048828125,81.91000366210938,188.92999267578125,326.54998779296875,43.22999954223633,115.70999908447266,112.06999969482422,112.18000030517578,10.930000305175781,87.56999969482422,137.4199981689453,240.7100067138672,303.010009765625,205.9600067138672,110.86000061035156,157.4550018310547,315.6099853515625,333.0400085449219,69.98999786376953,35.97999954223633,292.25,75.05999755859375,103.4000015258789,123.30000305175781,115.01000213623047,77.86000061035156,177.94000244140625,620.0900268554688,169.52999877929688,149.25,158.6999969482422,2664.5,209.08999633789062,29.079999923706055,52.779998779296875,47.970001220703125,35.38999938964844,73.58999633789062,263.8599853515625,93.05000305175781,294.0799865722656,436.8599853515625,42.20000076293945,2640.85009765625,29.030000686645508,663.530029296875,68.0199966430664,143.88999938964844,64.08000183105469,52.06999969482422,48.22999954223633,53.06999969482422,82.11000061035156,41.53499984741211,216.0800018310547,138.27000427246094,76.98999786376953,8.960000038146973,64.06999969482422,208.44000244140625,168.3300018310547,103.41000366210938,72.02999877929688,100.6500015258789,68.86000061035156,30.8700008392334,97.0,54.9900016784668,107.0999984741211,47.31999969482422,43.6150016784668,109.1500015258789,108.37000274658203,70.43000030517578,55.119998931884766,105.38999938964844,47.439998626708984,17.6299991607666,78.63999938964844,58.0099983215332
2023-04-28,136.92999267578125,13.699999809265137,126.0999984741211,169.85000610351562,151.38999938964844,167.7899932861328,110.8499984741211,75.4000015258789,280.42999267578125,377.69000244140625,180.16000366210938,78.18000030517578,220.05999755859375,194.89999389648438,90.12999725341797,93.29000091552734,23.809999465942383,70.37000274658203,53.22999954223633,124.05999755859375,208.1999969482422,82.02999877929688,186.0,326.30999755859375,44.06999969482422,116.66999816894531,111.9000015258789,113.26000213623047,11.0,89.75,138.3000030517578,240.10000610351562,305.92999267578125,206.61000061035156,109.4800033569336,160.27999877929688,316.2300109863281,327.7900085449219,70.2300033569336,37.04999923706055,295.17999267578125,75.52999877929688,103.05999755859375,124.61000061035156,115.1500015258789,77.88999938964844,182.97000122070312,626.780029296875,174.6300048828125,150.22000122070312,161.3800048828125,2667.989990234375,206.9499969482422,29.43000030517578,53.56999969482422,47.880001068115234,35.16999816894531,74.62999725341797,265.07000732421875,93.76000213623047,305.5,454.8999938964844,42.84000015258789,2693.919921875,29.3799991607666,672.030029296875,67.22000122070312,145.85000610351562,64.69999694824219,52.86000061035156,48.290000915527344,54.470001220703125,82.44000244140625,42.290000915527344,220.55999755859375,140.14999389648438,77.81999969482422,9.300000190734863,64.27999877929688,211.9499969482422,169.7899932861328,107.79000091552734,71.6500015258789,102.08000183105469,69.55000305175781,30.969999313354492,98.19999694824219,55.13999938964844,110.44000244140625,51.0,45.54499816894531,108.29000091552734,107.3499984741211,70.72000122070312,55.31999969482422,106.41000366210938,47.720001220703125,17.75,80.29000091552734,59.060001373291016
2023-05-01,137.13999938964844,14.029999732971191,126.51000213623047,170.4499969482422,154.7100067138672,167.41000366210938,111.56999969482422,76.91999816894531,279.9100036621094,378.7200012207031,182.92999267578125,78.66000366210938,222.5500030517578,197.30999755859375,90.55000305175781,93.55999755859375,23.760000228881836,70.69000244140625,53.720001220703125,123.9000015258789,212.16000366210938,81.94000244140625,187.7899932861328,326.510009765625,44.220001220703125,117.25,111.52999877929688,114.44000244140625,11.09000015258789,91.04000091552734,140.02999877929688,241.3000030517578,307.489990234375,203.99000549316406,105.2300033569336,162.08999633789062,315.2200012207031,327.4700012207031,70.22000122070312,37.08000183105469,297.5,76.61000061035156,103.87000274658203,124.79000091552734,115.77999877929688,77.83999633789062,182.25,638.989990234375,176.3300018310547,148.4499969482422,161.85000610351562,2710.2099609375,208.52000427246094,29.540000915527344,53.91999816894531,48.22999954223633,35.63999938964844,74.9800033569336,266.1300048828125,94.16000366210938,312.2300109863281,456.5400085449219,42.9900016784668,2719.97998046875,29.34000015258789,675.5900268554688,68.73999786376953,145.92999267578125,66.38999938964844,52.86000061035156,48.90999984741211,53.90999984741211,82.30999755859375,41.959999084472656,221.9600067138672,140.07000732421875,77.9000015258789,9.630000114440918,65.33000183105469,211.5,171.3699951171875,106.58999633789062,72.16999816894531,104.77999877929688,69.26000213623047,31.030000686645508,97.4800033569336,54.79999923706055,112.20999908447266,50.61000061035156,46.880001068115234,108.68000030517578,107.98999786376953,70.94000244140625,55.83000183105469,106.83000183105469,48.040000915527344,17.760000228881836,81.12999725341797,59.810001373291016
2023-05-02,137.16000366210938,13.869999885559082,125.77999877929688,170.35000610351562,155.02000427246094,171.08999633789062,111.94000244140625,76.25,280.3800048828125,375.8500061035156,186.58999633789062,77.08999633789062,221.52999877929688,197.02999877929688,89.86000061035156,92.88999938964844,23.15999984741211,69.62000274658203,52.84000015258789,122.66000366210938,210.5399932861328,80.08000183105469,176.2100067138672,319.55999755859375,43.41999816894531,115.33000183105469,111.04000091552734,113.38999938964844,11.039999961853027,90.45999908447266,146.3699951171875,239.0,301.8299865722656,201.74000549316406,103.9000015258789,146.0,314.45001220703125,323.7200012207031,70.25,36.310001373291016,294.7699890136719,76.47000122070312,101.83000183105469,121.45999908447266,114.94999694824219,77.0999984741211,181.47000122070312,626.5,173.6300048828125,147.60000610351562,158.35000610351562,2708.239990234375,204.19000244140625,28.860000610351562,53.400001525878906,47.56999969482422,34.720001220703125,73.44999694824219,265.0,92.16000366210938,311.8900146484375,453.1499938964844,42.15999984741211,2731.75,28.530000686645508,658.5900268554688,68.98999786376953,153.69000244140625,65.8499984741211,53.470001220703125,47.54999923706055,52.599998474121094,82.63999938964844,41.849998474121094,217.11000061035156,138.8699951171875,76.3499984741211,9.539999961853027,65.31999969482422,212.91000366210938,170.27000427246094,103.20999908447266,74.76000213623047,104.83000183105469,69.01000213623047,30.670000076293945,92.69000244140625,54.72999954223633,111.30999755859375,49.91999816894531,46.77000045776367,107.7300033569336,107.19999694824219,71.91999816894531,55.25,105.69999694824219,47.709999084472656,17.43000030517578,80.61000061035156,59.66999816894531
2023-05-03,136.5399932861328,14.039999961853027,126.27999877929688,170.9199981689453,151.50999450683594,170.6300048828125,112.94999694824219,76.4800033569336,279.5799865722656,365.9599914550781,185.17999267578125,76.37999725341797,219.61000061035156,197.4499969482422,90.01000213623047,92.13999938964844,22.93000030517578,69.16000366210938,52.63999938964844,134.5399932861328,212.60000610351562,79.6500015258789,182.3800048828125,310.510009765625,44.400001525878906,112.98999786376953,111.23999786376953,115.2699966430664,10.239999771118164,85.4800033569336,147.8800048828125,236.3000030517578,298.989990234375,197.4499969482422,105.95999908447266,136.11000061035156,312.3399963378906,323.8500061035156,70.5199966430664,34.939998626708984,297.7300109863281,76.06999969482422,102.08000183105469,123.5,114.79000091552734,76.18000030517578,180.47000122070312,621.9500122070312,174.0800018310547,149.1199951171875,154.97999572753906,2717.570068359375,206.10000610351562,28.5,53.40999984741211,47.540000915527344,35.099998474121094,74.31999969482422,266.70001220703125,95.04000091552734,316.69000244140625,473.5,41.9900016784668,2721.6298828125,27.889999389648438,662.969970703125,68.73999786376953,158.69000244140625,65.62000274658203,53.47999954223633,47.630001068115234,51.91999816894531,83.01000213623047,42.55500030517578,219.1699981689453,139.3300018310547,76.26000213623047,9.699999809265137,64.44999694824219,209.9600067138672,172.0,102.69999694824219,76.16999816894531,106.13999938964844,69.41999816894531,30.440000534057617,90.5,54.970001220703125,111.02999877929688,50.310001373291016,46.650001525878906,108.12999725341797,107.48999786376953,72.87999725341797,55.349998474121094,104.5999984741211,47.369998931884766,17.25,87.19999694824219,58.70000076293945
2023-05-04,136.0399932861328,13.890000343322754,123.68000030517578,167.0399932861328,149.0,167.89999389648438,111.48999786376953,75.62000274658203,273.7799987792969,348.0,182.97000122070312,75.47000122070312,216.6699981689453,195.3800048828125,90.2699966430664,92.37999725341797,22.520000457763672,66.9000015258789,50.9900016784668,133.22999572753906,211.85000610351562,78.76000213623047,184.92999267578125,304.29998779296875,43.29999923706055,114.72000122070312,109.44999694824219,113.41000366210938,10.4399995803833,91.63999938964844,144.7899932861328,232.02999877929688,286.6300048828125,196.4199981689453,105.38999938964844,136.80999755859375,309.7699890136719,323.7699890136719,69.55999755859375,35.88999938964844,295.20001220703125,74.9800033569336,97.97000122070312,122.73999786376953,118.19000244140625,74.93000030517578,179.1699981689453,613.9600219726562,170.42999267578125,148.3800048828125,151.25,2681.85009765625,201.25,27.809999465942383,61.130001068115234,46.36000061035156,34.56999969482422,72.91000366210938,260.0,92.27999877929688,314.3699951171875,468.45001220703125,40.79999923706055,2646.0,27.760000228881836,638.5499877929688,67.23999786376953,155.6699981689453,64.91000366210938,52.77000045776367,44.72999954223633,50.939998626708984,81.44000244140625,41.11000061035156,216.92999267578125,139.52999877929688,74.62999725341797,9.84000015258789,62.16999816894531,208.6699981689453,165.92999267578125,102.11000061035156,73.97000122070312,105.18000030517578,68.58000183105469,30.450000762939453,87.20999908447266,54.650001525878906,110.0,50.29999923706055,44.2599983215332,106.30000305175781,105.5999984741211,70.58000183105469,55.310001373291016,102.9800033569336,46.52000045776367,17.079999923706055,85.94999694824219,58.279998779296875
2023-05-05,135.41000366210938,13.949999809265137,123.95999908447266,174.3000030517578,149.3800048828125,169.3800048828125,111.75,75.0999984741211,270.3800048828125,349.54998779296875,184.4499969482422,76.16999816894531,217.5500030517578,196.5,90.66000366210938,92.26000213623047,22.780000686645508,68.2699966430664,54.599998474121094,134.82000732421875,214.22000122070312,78.81999969482422,185.0,314.25,43.38999938964844,117.98999786376953,108.66999816894531,116.62000274658203,10.479999542236328,90.43000030517578,145.22999572753906,237.0399932861328,293.7099914550781,197.63999938964844,105.76000213623047,139.3800048828125,304.9200134277344,330.0,70.55999755859375,33.650001525878906,297.8999938964844,75.91999816894531,95.33999633789062,124.41000366210938,118.62999725341797,76.02999877929688,181.22000122070312,631.469970703125,172.82000732421875,148.89999389648438,153.32000732421875,2698.080078125,199.0399932861328,27.889999389648438,59.5,46.16999816894531,34.45000076293945,73.98999786376953,256.7099914550781,91.36000061035156,319.739990234375,400.0,41.29999923706055,2650.14990234375,28.43000030517578,644.6599731445312,68.44000244140625,155.69000244140625,65.36000061035156,52.119998931884766,45.119998931884766,52.16999816894531,83.7699966430664,42.47999954223633,215.67999267578125,138.97000122070312,74.69999694824219,10.09000015258789,58.369998931884766,206.99000549316406,167.7100067138672,105.94000244140625,71.30999755859375,104.87999725341797,68.87999725341797,30.559999465942383,89.38999938964844,54.83000183105469,110.87999725341797,49.900001525878906,45.44900131225586,106.44000244140625,105.87999725341797,71.30999755859375,55.11000061035156,103.4800033569336,46.86000061035156,17.1299991607666,85.08000183105469,59.290000915527344
2023-05-08,134.2100067138672,14.65999984741211,125.91000366210938,173.85000610351562,148.1999969482422,168.8800048828125,111.58000183105469,76.4000015258789,267.0,350.4800109863281,184.57000732421875,76.52999877929688,216.49000549316406,194.6999969482422,90.72000122070312,92.87999725341797,23.06999969482422,68.27999877929688,54.4900016784668,132.25999450683594,215.7100067138672,79.58999633789062,186.88999938964844,312.2900085449219,43.66999816894531,116.8499984741211,108.94000244140625,117.58999633789062,10.529999732971191,95.66000366210938,145.61000061035156,235.74000549316406,295.6000061035156,196.44000244140625,106.0999984741211,139.97999572753906,300.8999938964844,333.0299987792969,70.8499984741211,34.2400016784668,299.8800048828125,76.3499984741211,94.30000305175781,123.48999786376953,118.0199966430664,76.05000305175781,180.74000549316406,630.72998046875,173.13999938964844,148.82000732421875,154.5800018310547,2715.070068359375,199.66000366210938,28.149999618530273,58.470001220703125,47.2599983215332,33.869998931884766,73.80000305175781,253.38999938964844,91.36000061035156,317.4800109863281,390.7099914550781,41.70000076293945,2648.14990234375,28.84000015258789,647.0,68.7699966430664,153.24000549316406,65.87999725341797,53.41999816894531,45.08000183105469,52.08000183105469,84.29000091552734,43.040000915527344,218.11000061035156,137.19000244140625,74.44000244140625,10.65999984741211,58.95000076293945,206.3300018310547,166.97999572753906,107.0,71.44000244140625,104.58000183105469,68.73999786376953,30.700000762939453,89.6500015258789,55.04999923706055,111.36000061035156,36.75,45.52000045776367,108.41999816894531,107.95999908447266,73.0199966430664,55.29999923706055,103.93000030517578,46.81999969482422,17.170000076293945,83.12000274658203,59.150001525878906
2023-05-09,128.5,14.5600004196167,126.58000183105469,173.5399932861328,148.4600067138672,173.63999938964844,111.02999877929688,76.62999725341797,264.489990234375,345.0,182.72000122070312,75.4000015258789,214.25999450683594,194.52000427246094,89.16000366210938,91.31999969482422,22.309999465942383,67.88999938964844,53.630001068115234,132.5,216.86000061035156,79.3499984741211,197.38999938964844,304.57000732421875,44.20000076293945,118.58000183105469,108.2699966430664,114.41000366210938,10.399999618530273,96.16000366210938,145.3000030517578,235.44000244140625,294.82000732421875,194.94000244140625,106.79000091552734,139.36000061035156,297.8500061035156,336.4200134277344,70.23999786376953,33.470001220703125,297.0,75.48999786376953,94.0199966430664,121.87000274658203,119.11000061035156,75.55000305175781,180.07000732421875,624.0700073242188,170.85000610351562,147.9499969482422,153.72999572753906,2737.1201171875,204.61000061035156,27.829999923706055,57.4900016784668,44.9900016784668,32.5099983215332,72.93000030517578,250.77000427246094,89.80000305175781,315.69000244140625,375.5400085449219,41.65999984741211,2664.590087890625,28.540000915527344,643.489990234375,68.37000274658203,153.3800048828125,66.0999984741211,53.52000045776367,45.099998474121094,51.36000061035156,85.93000030517578,43.08000183105469,215.38999938964844,136.92999267578125,73.5199966430664,10.710000038146973,58.5,206.2899932861328,168.11000061035156,105.3499984741211,68.08000183105469,102.62999725341797,68.80000305175781,30.420000076293945,89.38999938964844,54.86000061035156,111.33000183105469,36.95000076293945,46.08000183105469,110.59500122070312,110.1500015258789,72.97000122070312,54.97999954223633,101.75,46.66999816894531,17.110000610351562,82.08999633789062,59.369998931884766
2023-05-10,128.89999389648438,14.699999809265137,127.30999755859375,174.02999877929688,146.97999572753906,169.60000610351562,110.97000122070312,77.31999969482422,269.9100036621094,352.0,182.2899932861328,75.62000274658203,215.97999572753906,197.4600067138672,90.0,92.0199966430664,22.860000610351562,67.79000091552734,53.61000061035156,131.27000427246094,218.10000610351562,86.5,199.8000030517578,308.3599853515625,44.65999984741211,119.44000244140625,109.2300033569336,116.23999786376953,10.420000076293945,99.94000244140625,146.3000030517578,235.0,297.9200134277344,198.16000366210938,110.66999816894531,141.8990020751953,298.55999755859375,337.1099853515625,70.0199966430664,33.529998779296875,285.5199890136719,76.11000061035156,95.86000061035156,123.05000305175781,119.72000122070312,76.6500015258789,181.75,628.0,172.67999267578125,150.19000244140625,154.6699981689453,2750.0,203.1999969482422,28.0,57.189998626708984,44.18000030517578,32.70000076293945,73.4000015258789,251.42999267578125,90.91000366210938,315.7799987792969,373.1600036621094,42.09000015258789,2663.97998046875,28.420000076293945,644.9500122070312,68.94000244140625,155.22000122070312,66.05999755859375,53.66999816894531,45.540000915527344,51.880001068115234,85.29000091552734,43.540000915527344,215.99000549316406,138.8300018310547,74.38999938964844,10.890000343322754,59.290000915527344,206.22999572753906,169.13999938964844,107.12999725341797,69.08999633789062,102.48999786376953,67.93000030517578,30.559999465942383,90.93000030517578,54.79999923706055,111.7300033569336,35.439998626708984,46.45000076293945,113.51000213623047,112.94000244140625,74.1500015258789,55.27000045776367,101.69999694824219,46.459999084472656,17.100000381469727,82.33999633789062,59.279998779296875
2023-05-11,127.69999694824219,14.289999961853027,125.41999816894531,174.58999633789062,147.57000732421875,172.14999389648438,110.47000122070312,77.33999633789062,272.44000244140625,344.6600036621094,181.08999633789062,75.3499984741211,214.52000427246094,196.82000732421875,89.94000244140625,91.79000091552734,22.559999465942383,66.7699966430664,53.0,129.4600067138672,217.44000244140625,86.05000305175781,201.67999267578125,303.6000061035156,43.25,118.5,109.02999877929688,115.83999633789062,10.390000343322754,99.19000244140625,144.13999938964844,234.99000549316406,290.7200012207031,195.97999572753906,113.27999877929688,141.94000244140625,296.2300109863281,335.4200134277344,68.95999908447266,33.40999984741211,278.6199951171875,75.55999755859375,94.61000061035156,121.91999816894531,119.38999938964844,77.2699966430664,180.64999389648438,628.47998046875,173.4499969482422,150.02999877929688,148.5,2735.360107421875,202.5500030517578,27.489999771118164,57.20000076293945,43.869998931884766,32.279998779296875,72.43000030517578,251.6199951171875,90.37000274658203,313.5899963378906,367.07000732421875,40.97999954223633,2668.39990234375,27.530000686645508,643.489990234375,69.0999984741211,155.0,65.70999908447266,53.650001525878906,44.65999984741211,50.31999969482422,85.4000015258789,43.130001068115234,210.27999877929688,139.9499969482422,73.75,10.489999771118164,58.599998474121094,203.72000122070312,167.9499969482422,103.79000091552734,67.3499984741211,100.83999633789062,67.44000244140625,30.329999923706055,87.52999877929688,54.650001525878906,110.94999694824219,34.630001068115234,44.369998931884766,118.44000244140625,117.91999816894531,73.55000305175781,55.349998474121094,101.0,45.70000076293945,17.0,82.0999984741211,58.970001220703125
2023-05-12,128.67999267578125,14.199999809265137,124.70999908447266,174.05999755859375,147.60000610351562,171.8699951171875,110.55000305175781,78.30000305175781,277.29998779296875,340.7900085449219,182.5500030517578,75.5,212.9499969482422,194.89999389648438,89.91000366210938,91.93000030517578,22.40999984741211,67.08999633789062,53.34000015258789,129.99000549316406,219.2100067138672,86.22000122070312,200.75999450683594,297.79998779296875,43.2599983215332,119.63999938964844,109.83999633789062,117.06999969482422,10.449999809265137,97.44999694824219,145.50999450683594,233.5500030517578,293.6400146484375,200.41000366210938,112.63999938964844,140.44000244140625,297.5899963378906,338.2699890136719,68.87000274658203,33.599998474121094,279.1600036621094,75.6500015258789,95.12000274658203,120.95999908447266,119.4000015258789,78.18000030517578,180.8699951171875,632.7000122070312,173.92999267578125,151.24000549316406,149.32000732421875,2744.25,203.11000061035156,27.549999237060547,57.66999816894531,43.5,33.029998779296875,71.88999938964844,252.74000549316406,90.83999633789062,311.4100036621094,374.8599853515625,41.060001373291016,2679.72998046875,28.010000228881836,651.2000122070312,68.77999877929688,155.86000061035156,66.16000366210938,53.470001220703125,45.02000045776367,49.880001068115234,85.06999969482422,43.09000015258789,212.5500030517578,140.82000732421875,74.22000122070312,10.260000228881836,58.154998779296875,202.41000366210938,170.27000427246094,102.19999694824219,67.68000030517578,100.22000122070312,67.62999725341797,30.34000015258789,87.51000213623047,54.66999816894531,111.19999694824219,33.849998474121094,43.7599983215332,118.26000213623047,118.02999877929688,73.25,55.369998931884766,101.2699966430664,45.79999923706055,17.190000534057617,81.7300033569336,59.349998474121094
